HostName;Description;Severity;Status;Occurrence_Time
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:26
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:26
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:26
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:26
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:26
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:25
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:25
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:25
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:23
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:23
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:23
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:23
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:23
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:23
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:22
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:22
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:22
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:22
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:22
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:22
KPIDB;KPI of OM001 Breached;HIGH;OK;07/01/2020 10:22
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:22
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:22
m4air15;Memory usage is more than 90% on {HOST.NAME};AVERAGE;OK;07/01/2020 10:21
m4air15;Memory usage is greater than 90% on {HOST.NAME};HIGH;OK;07/01/2020 10:21
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:21
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:21
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:21
m4air15;Memory usage is more than 90% on {HOST.NAME};AVERAGE;OK;07/01/2020 10:20
m4air15;Memory usage is greater than 90% on {HOST.NAME};HIGH;OK;07/01/2020 10:20
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:20
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:20
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:20
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:20
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:20
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:20
m4air15;Memory usage is more than 90% on {HOST.NAME};AVERAGE;OK;07/01/2020 10:19
m4air15;Memory usage is greater than 90% on {HOST.NAME};HIGH;OK;07/01/2020 10:19
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:19
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:19
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:19
rc51e00vm016a;Payment stuck count is greater than 10;HIGH;OK;07/01/2020 10:19
rc51e00vm016a;Payment stuck count is greater than 15;DISASTER;OK;07/01/2020 10:19
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:19
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:19
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:19
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:18
rc51e00vm003k;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:18
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:18
rc51e00vm003o;Issue with the connectivity to SNOC server;DISASTER;OK;07/01/2020 10:18
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:18
Zabbix server;More than 100 items having missing data for more than 10 minutes;WARNING;OK;07/01/2020 10:17
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:17
enhIntWS4;Tomme not running on {HOST.NAME};DISASTER;OK;07/01/2020 10:17
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:17
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:17
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:16
m11sdp21a;Error renaming remote file on {HOST.HOST};AVERAGE;OK;07/01/2020 10:16
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:16
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:16
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:16
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:15
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:15
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:14
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:14
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:14
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:14
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:14
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:14
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:14
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:14
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:14
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:14
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:13
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:13
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:13
rc51e00vm016d;Query is being executed for more than 15 minutes;HIGH;PROBLEM;07/01/2020 10:13
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:13
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 10:12
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:12
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:12
rc51e00vm016a;Payment stuck count is greater than 10;HIGH;OK;07/01/2020 10:12
rc51e00vm016a;Payment stuck count is greater than 15;DISASTER;OK;07/01/2020 10:12
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:12
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:12
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:12
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:11
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:11
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:11
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:11
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:11
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:11
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:11
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:11
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:10
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:10
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:10
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:10
dzstd01a;Backup Status is not COMPLETED;WARNING;OK;07/01/2020 10:10
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:10
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:09
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:09
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 10:09
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:09
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:09
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:09
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:09
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:08
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:08
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
rc51e00vm016d;Query is being executed for more than 15 minutes;HIGH;PROBLEM;07/01/2020 10:08
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:08
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:08
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;07/01/2020 10:07
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:07
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:07
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 10:07
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:07
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:07
rc51e00vm002;NTP service is not running on host {HOST.NAME}, IP: {HOST.IP};HIGH;PROBLEM;07/01/2020 10:06
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:06
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:06
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:06
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:06
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:06
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:06
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:06
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:06
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:06
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:06
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 10:06
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:05
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:05
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:05
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:05
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:05
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:04
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:03
rc51e00h001b;"""mysqld-proxy"": 2 processes NOT running on web database server";DISASTER;PROBLEM;07/01/2020 10:03
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:03
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:03
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:03
m8sdp22a;Error renaming remote file on {HOST.HOST};AVERAGE;PROBLEM;07/01/2020 10:03
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:02
dc1occ05;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:02
dc1occ06;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:02
dc2occ07;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:02
dc2occ08;Not Possible To Establish Connection on {HOST.HOST};WARNING;OK;07/01/2020 10:02
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:02
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:02
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:02
rc51e00vm016d;Load Average Check;WARNING;OK;07/01/2020 10:01
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 10:01
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:01
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:01
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m9sdp16a;Check FTP Manager in event file Hourly;WARNING;PROBLEM;07/01/2020 10:00
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 10:00
m11sdp21a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:59
m11sdp20a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:59
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:59
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 09:59
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:59
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 09:59
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:58
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 09:57
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:57
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:57
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:57
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:57
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:56
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:56
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:56
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:56
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:56
m4sdp26a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:55
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:55
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 09:55
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 09:55
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:55
m8air7;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 09:54
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:54
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:54
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S1-L-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S1-T-LB-1.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S1-T-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
ALG-S2-L-LB-2.dbss.otalgerie.com;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:54
rc51e00vm004;High CPU Utilization detected on redis-server process;WARNING;OK;07/01/2020 09:53
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:53
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:53
dzalb01a1;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:53
dzalb01a2;SNMP Not Reachable on {HOST.NAME};DISASTER;OK;07/01/2020 09:53
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:52
djezzy-dc1-mm-esa;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 09:52
djezzy-dc1-FE-Server7;An error occurred in a BGwProcessor process on {HOST.HOST};AVERAGE;OK;07/01/2020 09:52
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 09:51
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:51
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 09:51
m8air6;Configuration error. on {HOST.HOST};AVERAGE;OK;07/01/2020 09:51
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:51
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 09:50
m8sdp23a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:50
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:50
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:50
rc51e00vm016d;MariaDB Django Queries on  - {HOST.NAME} has Reached {ITEM.VALUE};WARNING;OK;07/01/2020 09:50
m4sdp24a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:50
m8sdp22a;Reservation lost on {HOST.HOST};WARNING;OK;07/01/2020 09:50
